OBJECTID,parkName,altPrkName,parkAddr,addressFull,prkAcreage,bcrpPark,parkOprtr,parkClass,ctyOwndPrk,bcrpAmnty,parkDstrct,cnclDstrct,policeDstrct,lgsltvDstrct,friendsGroup,Shape__Area,Shape__Length,perTreeCover18,perGreenSpace18,perUndvlpEst18,undvlpAcreage18,siteID
148,North & Woodbrook Park,,1400 W North Ave,"1400 WEST NORTH AVE, BALTIMORE, MD, 21217",0.157135677,Y,BCRP,Green Space,Y,,Druid Hill,7,Western,40,Unknown,6844.857422,476.0872565,86.9020566,87.50490646,5.589137182,0.008782599,P148
149,North Harford Park,,6800 Hamlet Ave,"6800 HAMLET AVE, BALTIMORE, MD, 21234",9.087736627,Y,BCRP,Neighborhood Park,Y,,Clifton,3,Northeastern,45,Unknown,395863.3909,2607.559345,3.703344613,85.35764792,0.221666583,0.020144636,P149
150,Northwest Park,,2101 W Rogers Ave,"2101 WEST ROGERS AVE, BALTIMORE, MD, 21209",47.57636799,N,State of Maryland,Alternate Provider - Neighborhood Park,N,,Druid Hill,5,Northwestern,41,Yes,2072426.589,7511.749878,65.43908975,97.02821786,48.97058265,23.2985178,P150
151,O'Donnell Square Park,,1021 S Linwood Ave,"1021 SOUTH LINWOOD AVE, BALTIMORE, MD, 21224",0.662680722,Y,BCRP,Mini Park,Y,,Patterson,1,Southeastern,46,Unknown,28866.48785,872.9810301,29.10124961,76.69338512,25.17769701,0.166849079,P151
152,Oliver Park,,1301 E Lanvale St,"1301 EAST LANVALE ST, BALTIMORE, MD, 21213",1.38337579,Y,BCRP,Neighborhood Park,Y,,Patterson,12,Eastern,45,Unknown,60260.09045,1052.423271,8.835933177,50.0595467,1.849345983,0.025583609,P152
153,Orangeville Park,,1000 N Janney St,"1000 NORTH JANNEY ST, BALTIMORE, MD, 21205",0.308833297,Y,BCRP,Mini Park,Y,,Patterson,13,Eastern,45,Unknown,13452.83221,458.5349801,83.68948063,91.35808476,28.31576189,0.087449201,P153
154,Pall Mall & Shirley,,3902 Pall Mall Rd,"3902 PALL MALL RD, BALTIMORE, MD, 21215",0.520672513,Y,BCRP,Mini Park,Y,,Druid Hill,6,Northern,40,Unknown,22680.58533,658.2027121,49.42187833,82.67890649,34.64514491,0.18038919,P154
155,Pauline Faunteroy,,1335 N Stricker St,"1335 NORTH STRICKER ST, BALTIMORE, MD, 21217",3.065639219,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,7,Western,40,Unknown,133539.7785,1645.836907,38.73960255,96.08318353,15.17957701,0.465354789,P155
156,Pearlstone Park,,1001 N Howard St,"1001 NORTH HOWARD ST, BALTIMORE, MD, 21201",2.167431343,Y,BCRP,Mini Park,Y,,Carroll,11,Central,40,Unknown,94413.68719,1665.978135,46.6471393,85.98106951,63.18457309,1.369493197,P156
157,Penhurst Park,,4004 Penhurst Ave,"4004 PENHURST AVE, BALTIMORE, MD, 21215",1.389334214,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,6,Northwestern,41,Unknown,60519.64063,1007.447166,70.34872128,96.89343934,62.47909768,0.868050425,P157
158,Penn & Melvin Street Park,Melvin St Tot Lot,655 Melvin Dr,"655 MELVIN DR, BALTIMORE, MD, 21230",0.353373928,Y,BCRP,Mini Park,Y,,Carroll,10,Southern,46,Unknown,15393.02997,529.8258937,26.49037428,39.32196677,15.80439132,0.055849045,P158
159,Pennsylvania Triangle Park,,2000 Pennsylvania Ave,"2000 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",0.58986263,Y,BCRP,Civic Space,Y,,Gwynns Falls,7,Western,40,Unknown,25694.51868,813.2080553,40.34527628,55.04492002,17.85968457,0.105348448,P159
160,Pentwood Park,,1500 Pentwood Rd,"1500 PENTWOOD RD, BALTIMORE, MD, 21239",2.07651409,Y,BCRP,Green Space,Y,,Clifton,3,Northeastern,43,Unknown,90453.31537,2629.833954,69.68763697,96.32421705,28.72587937,0.596501705,P160
161,Perring Parkway / Pioneer Drive,,6301 Perring Pkwy,"6301 PERRING PKWY, BALTIMORE, MD, 21214",7.799894662,Y,BCRP,Forest,Y,,Clifton,3,Northeastern,45,Unknown,339764.7706,3998.348708,60.04805345,95.66942246,91.46784946,7.134452983,P161
162,Pleasant Place Park,,3901 Pleasant Pl,"3901 PLEASANT PL, BALTIMORE, MD, 21211",0.402199968,Y,BCRP,Green Space,Y,,Druid Hill,14,Northern,40,Unknown,17519.9007,667.4629951,40.09988381,88.73714239,3.861168547,0.015529743,P162
163,Poplar Terrace Park,,3001 Poplar Ter,"3001 POPLAR TER, BALTIMORE, MD, 21216",0.088435963,Y,BCRP,Mini Park,Y,,Gwynns Falls,7,Northwestern,40,Unknown,3852.28595,260.4452808,43.80765929,93.02888526,,,P163
164,Powder Mill Park,,5700 Liberty Heights & Perring Pkwy,"5700 LIBERTY HEIGHTS AVE, BALTIMORE, MD, 21207",77.41100384,Y,BCRP,Forest,Y,,Gwynns Falls,"5,8",Northwestern,41,Unknown,3372036.815,17401.04749,96.56744419,98.49099135,94.5270213,73.17490149,P164
165,Queensbury Park,,3009 Spaulding Ave (Rear),"3009 SPAULDING AVE, BALTIMORE, MD, 21215",1.172684681,Y,BCRP,Mini Park,Y,,Druid Hill,6,Northern,41,Unknown,51082.349,986.3711982,7.959999363,77.9095815,1.523456881,0.017865488,P165
166,Quinton Street Park,,400 Quinton St,"400 QUINTON ST, BALTIMORE, MD, 21224",3.159069632,Y,BCRP,Neighborhood Park,Y,,Patterson,2,Southeastern,46,Unknown,137609.6236,2414.822191,48.84313039,84.17628915,79.77883525,2.520289119,P166
167,Radecke Park,,5602 Radecke Ave,"5602 RADECKE AVE, BALTIMORE, MD, 21206",15.96660367,Y,BCRP,Neighborhood Park,Y,,Clifton,2,Northeastern,45,Unknown,695508.038,5796.309161,25.14930364,93.43848063,28.47986571,4.547303661,P167
168,Reedbird Park,,201 Reedbird Ave,"201 REEDBIRD AVE, BALTIMORE, MD, 21225",40.71060328,Y,BCRP,Citywide Park,Y,,Carroll,10,Southern,46,Unknown,1773360.972,9920.216762,33.61959,91.72022894,24.78773082,10.09131549,P168
169,Reservoir Hill Park,,751 Reservoir St,"751 RESERVOIR ST, BALTIMORE, MD, 21217",0.384353884,Y,BCRP,Mini Park,Y,,Druid Hill,7,Western,40,Unknown,16742.52209,778.3291219,8.290986814,77.09140774,1.852614672,0.007120653,P169
170,Reverend Quille Park,,502 Presstman St,"502 PRESSTMAN ST, BALTIMORE, MD, 21217",0.302518639,N,National Railroad Passenger Corporation,Alternate Provider - Mini Park,N,,Druid Hill,7,Western,40,Unknown,13177.71198,652.0744222,63.03736365,84.27229383,31.7490886,0.096047295,P170
171,Riverside Park,,301 E Randall St,"301 EAST RANDALL ST, BALTIMORE, MD, 21230",20.16018942,Y,BCRP,Citywide Park,Y,,Carroll,11,Southern,46,Unknown,878181.3641,3991.531809,30.63473535,82.85594061,2.658942547,0.536052142,P171
172,Robert & Mcculloh Park,,424 Robert St,"424 ROBERT ST, BALTIMORE, MD, 21217",0.172948932,Y,BCRP,Green Space,Y,,Druid Hill,7,Western,40,Unknown,7533.685425,369.2756184,21.93043647,72.17018133,6.414544944,0.011093976,P172
173,Robert C. Marshall Park,,1201 Pennsylvania Ave,"1201 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",5.808563414,Y,BCRP,Neighborhood Park,Y,,Druid Hill,11,Western,40,Unknown,253022.0344,2443.626911,16.79313849,59.14393722,2.243765933,0.13033161,P173
174,Rokeby Road Park,,4265 Rokeby Rd (Rear),"4265 ROKEBY RD, BALTIMORE, MD, 21229 (REAR)",0.366907348,Y,BCRP,Green Space,Y,,Gwynns Falls,8,Southwestern,41,Unknown,15982.54803,612.5930149,0.697698448,87.07135243,0.070921879,0.00026022,P174
175,Roosevelt Park,,1201 W 36th St,"1201 WEST 36TH ST, BALTIMORE, MD, 21211",16.99456085,Y,BCRP,Citywide Park,Y,,Druid Hill,7,Northern,40,Unknown,740286.0311,3478.95036,23.3900481,86.23612729,17.2088518,2.924592186,P175
176,Rosemont Park,,840 N Franklintown Rd,"840 NORTH FRANKLINTOWN RD, BALTIMORE, MD, 21216",0.5809461,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Western,40,Unknown,25306.11322,640.6907432,71.62681471,92.23056306,10.96755857,0.063716114,P176
177,Rozena Ridgley Park,,1511 Mucculloh St,"1511 MCCULLOH ST, BALTIMORE, MD, 21217",0.192502962,Y,BCRP,Green Space,Y,,Druid Hill,11,Western,40,Unknown,8385.462646,377.2893326,26.68936761,93.7881107,4.471205742,0.008607272,P177
178,Rutter's Mill Park,,1402 Rutter St,"1402 RUTTER ST, BALTIMORE, MD, 21217",0.212191204,Y,BCRP,Mini Park,Y,,Druid Hill,7,Western,40,Unknown,9243.085754,429.3915469,99.99992599,99.99992599,,,P178
179,Saint Casmir's Park,,2719 O'Donnell St,"2719 O'DONNELL ST, BALTIMORE, MD, 21224",1.624256435,Y,BCRP,Mini Park,Y,,Patterson,1,Southeastern,46,Unknown,70752.89331,1101.711376,19.32809256,80.70782108,16.73628773,0.271842405,P179
180,Saint Charles Park,,4754 Melbourne Rd (Rear),"4754 MELBOURNE RD, BALTIMORE, MD, 21229 (REAR)",1.077059733,Y,BCRP,Mini Park,Y,,Gwynns Falls,8,Southwestern,41,Unknown,46916.90979,877.8810827,9.705829969,82.56841756,8.332027736,0.089741634,P180
181,Saint Helena Park,,6521 Parnell Ave,"6521 PARNELL AVE, BALTIMORE, MD, 21222",0.836574659,Y,BCRP,Mini Park,Y,,Patterson,1,Southeastern,46,Unknown,36441.33807,845.0338971,16.937134,72.23992653,14.72964786,0.123225487,P181
182,Saint Joseph's Park,,230 Mccurley St,"230 MCCURLEY ST, BALTIMORE, MD, 21229",6.454418592,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,8,Southwestern,41,Unknown,281155.598,2616.632522,86.44535917,98.48051788,65.93706536,4.255888253,P182
183,Saint Katherine's Park,,2001 Druid Hill Ave,"2001 DRUID HILL AVE, BALTIMORE, MD, 21217",0.17764095,N,National Railroad Passenger Corporation,Alternate Provider - Green Space,N,,Druid Hill,7,Western,40,Unknown,7738.039795,358.2717244,49.67295938,86.92997204,5.642820904,0.010024001,P183
184,Saint Leo's Bocce Park,,902 Stiles St,"902 STILES ST, BALTIMORE, MD, 21202",0.132090175,Y,BCRP,Mini Park,Y,,Patterson,12,Central,46,Unknown,5753.871216,324.9318982,34.97844352,52.50155445,1.298141601,0.001714731,P184
185,Saint Mary's Park,,606 N Paca St,"606 NORTH PACA ST, BALTIMORE, MD, 21201",5.05542528,Y,BCRP,Neighborhood Park,Y,,Carroll,11,Central,40,Yes,220215.2061,2952.077369,48.95434538,92.92571428,5.007406122,0.2531477,P185
186,Schroeder & Lombard Park,,100 S Schroeder St,"100 SOUTH SCHROEDER ST, BALTIMORE, MD, 21223",0.160824399,Y,BCRP,Green Space,Y,,Gwynns Falls,9,Southwestern,40,Unknown,7005.539063,330.6311185,37.38958814,69.75579355,15.14295817,0.024353766,P186
187,Shipley Hill 1,,2500 Booth St,"2500 BOOTH ST, BALTIMORE, MD, 21223",0.726607609,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Southwestern,40,Unknown,31651.15417,1473.867116,36.18140687,52.65392378,0.146963503,0.001067857,P187
188,Shipley Hill 2,,2502 Boyd St,"2502 BOYD ST, BALTIMORE, MD, 21223",0.997481833,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Southwestern,40,Unknown,43450.48236,1171.823759,39.89907642,85.61686678,18.75895061,0.187118621,P188
189,Shirley Avenue Park,,4001 Reisterstown Rd,"4001 REISTERSTOWN RD, BALTIMORE, MD, 21215",0.638603708,Y,BCRP,Mini Park,Y,,Druid Hill,6,Northern,40,Unknown,27817.68884,996.7789724,66.62412839,84.62200301,15.22783805,0.097246316,P189
190,Shot Tower,,701 E Fayette St,"701 EAST FAYETTE ST, BALTIMORE, MD, 21202",1.289558759,N,Department of General Services,Alternate Provider - Civic Space,Y,,Patterson,12,Central,46,Unknown,56173.1795,1014.278935,46.37691466,75.51749819,3.871219489,0.04992185,P190
191,Silverbell Park,,5501 Silverbell Ave (Rear),"5501 SILVERBELL RD, BALTIMORE, MD, 21206 (REAR)",0.581529255,Y,BCRP,Mini Park,Y,,Clifton,2,Northeastern,45,Unknown,25331.51569,682.8154196,0.483204547,88.09031009,87.91048588,0.511229283,P191
192,Solo Gibbs Park,,1044 Leadenhall St,"1044 LEADENHALL ST, BALTIMORE, MD, 21230",4.973812987,Y,BCRP,Neighborhood Park,Y,,Carroll,11,Southern,46,Unknown,216660.1605,3040.551225,40.452998,78.84634806,11.50264356,0.572124556,P192
193,Stricker & Ramsey Park,Traci Atkins Park,401 S Stricker St,"401 SOUTH STRICKER ST, BALTIMORE, MD, 21223",1.709342651,Y,BCRP,Neighborhood Park,Y,,Carroll,9,Southwestern,40,Unknown,74459.26367,1223.961575,28.05126924,83.85583471,15.45798809,0.264232097,P193
194,Swann Park,,201 W Mccomas St,"201 WEST MCCOMAS ST, BALTIMORE, MD, 21230",11.22420004,Y,BCRP,Neighborhood Park,Y,,Carroll,10,Southern,46,Unknown,488928.1093,3138.11602,4.415382369,85.95852476,0.312177272,0.035039682,P194
195,Thames Street Park,,1832 Thames St,"1832 THAMES ST, BALTIMORE, MD, 21231",0.664115392,Y,BCRP,Mini Park,Y,,Patterson,1,Central,46,Unknown,28928.98199,703.2536073,58.03612977,83.42824194,7.009553879,0.046551899,P195
196,Towanda Park,,4126 Towanda Ave,"4126 TOWANDA AVE, BALTIMORE, MD, 21215",9.231856509,Y,BCRP,Neighborhood Park,Y,,Druid Hill,6,Northern,40,Unknown,402141.2782,4339.719234,34.12595464,90.26429798,16.98027175,1.567606864,P196
197,Union Square Park,,31 S Gilmor St,"31 SOUTH GILMOR ST, BALTIMORE, MD, 21223",2.682759661,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,9,Southwestern,40,Yes,116861.4783,1354.517224,77.84105085,96.00852716,86.98434739,2.333599652,P197
198,Uplands Park,,4701 Edmondson Ave,"4701 EDMONDSON AVE, BALTIMORE, MD, 21229",35.51098955,Y,BCRP,Green Space,Y,,Gwynns Falls,8,Southwestern,41,Unknown,1546864.892,17123.2337,93.24526031,98.69383758,84.17968084,29.89327681,P198
199,Vincent Street Park,,122 N Vincent St,"122 NORTH VINCENT ST, BALTIMORE, MD, 21223",0.987285067,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Southwestern,40,Unknown,43006.30957,1229.954485,17.33223153,51.96325101,11.69180092,0.115432328,P199
200,Violetville Park,,1095 Joh Ave,"1095 JOH AVE, BALTIMORE, MD, 21229",10.91638109,Y,BCRP,Neighborhood Park,Y,,Carroll,9,Southern,41,Unknown,475519.4619,3734.80031,34.17499116,91.61390524,0.830969099,0.090712479,P200
201,War Memorial Plaza,,101 Holliday St,"101 HOLLIDAY ST, BALTIMORE, MD, 21202",1.323307345,Y,BCRP,Civic Space,Y,,Carroll,11,Central,46,Unknown,57643.49841,962.291458,23.03640127,44.16131635,13.97790755,0.184972157,P201
202,Warwick Avenue Park,,2 N Warwick Ave,"2 NORTH WARWICK AVE, BALTIMORE, MD, 21223",1.047564288,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,9,Southwestern,40,Unknown,45632.08276,1119.824379,16.81315117,67.69108284,3.011084183,0.031543295,P202
203,Washington Monument,,699 Washington Pl,"699 WASHINGTON PL, BALTIMORE, MD, 21201",0.263680846,Y,BCRP,Civic Space,Y,,Carroll,11,Central,46,Unknown,11485.98389,380.6928025,,,,,P203
204,Western Run Park,,5800 - 6700 Cross Country Blvd,"5800 - 6700 CROSS COUNTRY BLVD, BALTIMORE, MD, 21215",50.65109689,Y,BCRP,Citywide Park,Y,,Druid Hill,5,Northwestern,41,Unknown,2206370.605,33323.0535,94.91380279,99.14340836,87.27797901,44.20760737,P204
205,Wilbur H. Waters Park,,1600 N Dukeland St,"1600 NORTH DUKELAND ST, BALTIMORE, MD, 21216",2.554838173,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,7,Northwestern,40,Unknown,111289.1962,1535.535292,14.12045428,69.48771636,2.299528594,0.058749704,P205
206,William McAbee Park,,1600 Laurens St,"1600 LAURENS ST, BALTIMORE, MD, 21217",1.436656569,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,7,Western,40,Unknown,62581.01038,1062.010344,28.98404953,40.14713808,1.119149743,0.016078467,P206
207,William McGill Park,,2408 Allendale St,"998 ALLENDALE ST, BALTIMORE, MD, 21229",0.404185037,Y,BCRP,Mini Park,Y,,Gwynns Falls,6,Northwestern,41,Unknown,17606.37079,643.1240993,84.64253567,97.41212823,12.34812935,0.049909691,P207
208,Willow Avenue Park,,603 Willow Ave,"603 WILLOW AVE, BALTIMORE, MD, 21212",0.744855434,Y,BCRP,Mini Park,Y,,Clifton,4,Northern,43,Yes,32446.03235,891.8825008,24.77761223,63.16251856,0.33345041,0.002483743,P208
209,Wilson & Etting Park,,520 Islamic Way,"520 ISLAMIC WAY, BALTIMORE, MD, 21217",1.26641182,Y,BCRP,Neighborhood Park,Y,,Druid Hill,7,Western,40,Unknown,55165.11957,1075.300969,48.89659561,71.57886567,10.04738392,0.127242276,P209
210,Windsor Hills Park,,2905 Lawina Rd,"2905 LAWINA RD, BALTIMORE, MD, 21216",0.501648277,Y,BCRP,Mini Park,Y,,Gwynns Falls,8,Northwestern,41,Unknown,21851.88623,604.8835239,92.65044398,98.98720023,57.34769449,0.287686023,P210
211,Winner Avenue Park,Pimlico Good Neighbor Park,5400 Winner Ave,"5400 WINNER AVE, BALTIMORE, MD, 21215",0.300340106,Y,BCRP,Mini Park,Y,,Druid Hill,5,Northwestern,41,Unknown,13082.86725,452.799158,39.89828317,71.80684204,7.824150383,0.02349925,P211
212,Woodberry Park,,2200 Druid Park Dr,"2200 DRUID PARK DR, BALTIMORE, MD, 21211",5.097270426,Y,BCRP,Neighborhood Park,Y,,Druid Hill,7,Northern,40,Unknown,222037.988,3945.262559,75.9657783,94.49937107,34.02983905,1.734606798,P212
213,Woodberry Woods,,W Cold Spring Ln & Greenspring Ave,"WEST COLD SPRING LN & GREENSPRING AVE, BALTIMORE, MD, 21209",19.30658464,Y,BCRP,Forest,Y,,Druid Hill,6,Northern,41,Unknown,840998.1911,8614.949235,94.71352707,99.16797751,92.83191992,17.92281658,P213
214,Woodbourne Avenue Park,,1633 Woodbourne Ave,"1633 WOODBOURNE AVE, BALTIMORE, MD, 21239",0.826113128,Y,BCRP,Mini Park,Y,,Clifton,3,Northeastern,43,Unknown,35985.63184,924.6535948,11.23208269,75.44689233,8.462043263,0.06990661,P214
215,Yale Heights Park,,603 Bethnal Rd,"603 BETHNAL RD, BALTIMORE, MD, 21229",1.23277627,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,8,Southwestern,41,Unknown,53699.94891,1339.017309,47.32590914,77.79116395,50.92584108,0.627806706,P215
216,Hillen Triangle,,3201 Hillen Rd,"3201 HILLEN RD, BALTIMORE, MD, 21218",1.698488672,Y,BCRP,Mini Park,Y,,Clifton,14,Eastern,45,Unknown,73986.46259,1155.803849,22.02500586,92.42129725,23.93059094,0.406461628,P216
217,Wyman Park Dell,,29th St & Charles St,"WEST 29TH ST & NORTH CHARLES ST, BALTIMORE, MD, 21218",13.59251497,Y,BCRP,Neighborhood Park,Y,,Druid Hill,14,Northern,40/43,Yes,592092.3206,5613.579674,72.56684346,97.61351673,78.37971659,10.65385994,P217
218,Wyman Park,,33rd St & Keswick Rd,"WEST 33RD ST & KESWICK RD, BALTIMORE, MD, 21211",71.63063031,Y,BCRP,Citywide Park,Y,,Druid Hill,"12,14",Northern,40/43,Unknown,3120242.737,17171.39429,64.39075435,95.823013,56.23205948,40.27970088,P218
219,Middle Branch Park,,3301 Waterview Ave,"3301 WATERVIEW AVE, BALTIMORE, MD, 21230",96.28386333,Y,BCRP,Citywide Park,Y,,Carroll,10,Southern,46,Unknown,4194141.863,28543.48915,40.59780719,87.95640462,51.89642539,49.96828304,P219
220,Preston Gardens Park,,200 St Paul Pl,"200 SAINT PAUL PL, BALTIMORE, MD, 21202",2.780885082,N,Downtown Partnership (Mayor & City Council),Alternate Provider - Mini Park,Y,,Carroll,11,Central,46,Unknown,121135.3545,4418.737682,36.38163878,71.20050616,47.46915274,1.320067868,P220
221,McKim Park,,1200 E Baltimore St,"1200 EAST BALTIMORE ST, BALTIMORE, MD, 21202",1.292072255,Y,BCRP,Neighborhood Park,Y,,Patterson,12,Central,46,Unknown,56282.89246,1410.959,5.597144342,45.44802783,1.699473219,0.021958598,P221
222,Hooper & Rockrose Park,,2020 Rockrose Ave,"2020 ROCKROSE AVE, BALTIMORE, MD, 21211",8.434093757,Y,BCRP,Neighborhood Park,Y,,Druid Hill,7,Northern,40,Unknown,367390.5936,2793.361646,64.26310481,97.30970775,86.24903652,7.2743828,P222
223,Jones Falls Trail,,3900 Clipper Rd,"3900 CLIPPER RD, BALTIMORE, MD, 21211",15.91218252,Y,BCRP,Forest,Y,,Druid Hill,"6,7",Northern,40/41,Unknown,693137.4427,3920.152456,78.6308659,99.33220999,88.55141865,14.09057608,P223
224,Stoney Run Park,Linkwood,101 W Cold Spring Ln,"101 WEST COLD SPRING LN, BALTIMORE, MD, 21210",27.12219623,Y,BCRP,Citywide Park,Y,,Druid Hill,"6,14",Northern,41/43,Yes,1181447.594,16356.00463,83.70329495,99.17537268,83.31889012,22.59809366,P224
225,Harlem Inner Block Park E 89,Harlem Inner Block Parks,1308 W Lanvale St,"1308 WEST LANVALE ST, BALTIMORE, MD, 21217",0.417532047,Y,BCRP,Green Space,Y,,Gwynns Falls,9,Western,40,Unknown,18187.76898,1212.488258,91.98640416,99.68927622,15.89515561,0.066367899,P225
226,Harlem Inner Block Park C 86,Harlem Inner Block Parks,823 N Mount St,"823 NORTH MOUNT ST, BALTIMORE, MD, 21217",0.518717934,N,Department of Public Works (Sanitation),Alternate Provider - Green Space,Y,,Gwynns Falls,9,Western,40,Unknown,22595.35321,775.2962789,18.26174199,46.92899948,39.18711412,0.203271402,P226
227,Harlem Inner Block Park B 85,Harlem Inner Block Parks,1725 W Lafayette Ave,"1725 WEST LAFAYETTE AVE, BALTIMORE, MD, 21217",0.5278075,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Western,40,Unknown,22991.38654,1749.547577,24.41647007,71.23389803,51.78532165,0.273328998,P227
228,Harlem Inner Block Park I 97,Harlem Inner Block Parks,702 N Mount St,"702 NORTH MOUNT ST, BALTIMORE, MD, 21217",0.487825346,Y,BCRP,Green Space,Y,,Gwynns Falls,9,Western,40,Unknown,21249.75708,1464.845144,7.703475908,70.84552503,26.98549621,0.131643144,P228
229,Harlem Inner Block Park M 103,Harlem Inner Block Parks,1120 Harlem Ave,"1120 HARLEM AVE, BALTIMORE, MD, 21217",0.319779081,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Western,40,Unknown,13929.63257,1119.242832,99.99821718,100.0000738,1.906426222,0.006096401,P229
230,Harlem Inner Block Park S 114,Harlem Inner Block Parks,1100 Edmondson Ave,"1100 EDMONDSON AVE, BALTIMORE, MD, 21223",0.378149898,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Western,40,Unknown,16472.27533,671.2219037,59.33712073,95.92629081,66.38155403,0.251023787,P230
231,Harlem Inner Block Park Q 112,Harlem Inner Block Parks,600 Block Woodyear St,"600 NORTH WOODYEAR ST, BALTIMORE, MD, 21217",0.658181464,Y,BCRP,Green Space,Y,,Gwynns Falls,9,Western,40,Unknown,28670.49933,979.2782884,34.00451263,83.13175696,25.57956542,0.168361305,P231
232,Harlem Inner Block Park X 123,Harlem Inner Block Parks,529 N Gilmor St,"529 NORTH GILMOR ST, BALTIMORE, MD, 21223",0.589038155,Y,BCRP,Green Space,Y,,Gwynns Falls,9,Western,40,Unknown,25658.60498,1476.441509,27.14087166,66.0862496,35.10577985,0.206788092,P232
233,Harlem Inner Block Park ZA 125,Harlem Inner Block Parks,1302 W Franklin St,"1302 WEST FRANKLIN ST, BALTIMORE, MD, 21223",0.535000018,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Western,40,Unknown,23304.69415,852.2066442,72.5691809,93.70471019,60.5373995,0.323877689,P233
234,Harlem Inner Block Park ZC 127,Harlem Inner Block Parks,1122 1/2 W Franklin St,"1122 1/2  WEST FRANKLIN ST, BALTIMORE, MD, 21229",0.556335047,Y,BCRP,Green Space,Y,,Gwynns Falls,9,Western,40,Unknown,24234.05164,1723.083585,35.29658983,87.8176464,6.470461199,0.035997731,P234
235,Patterson Park,,200 S Linwood Ave,"200 SOUTH LINWOOD AVE, BALTIMORE, MD, 21224",138.6568302,Y,BCRP,Citywide Park,Y,,Patterson,1,Southeastern,46,Yes,6039915.682,13098.54836,22.87199093,82.56605068,11.02894784,15.29251182,P235
236,John E. Howard Park,,2201 Linden Ave,"2201 LINDEN AVE, BALTIMORE, MD, 21217",1.52293017,N,Baltimore City Public Schools,Alternate Provider - Neighborhood Park,Y,,Druid Hill,7,Western,40,Unknown,66338.83826,1067.416326,29.92409639,70.22079926,2.005487264,0.030542293,P236
238,Dypski Park,Clarence 'Du' Burns Arena,1225 S Ellwood Ave,"1225 SOUTH ELLWOOD AVE, BALTIMORE, MD, 21224",2.91778055,Y,BCRP,Mini Park,Y,,Patterson,1,Southeastern,46,Unknown,127099.0292,1602.438747,16.48352003,22.85407507,0.556890898,0.016248984,P238
239,Canton Soccer Park,Canton Dog Park,3201 Toone St,"3201 TOONE ST, BALTIMORE, MD, 21224",3.501321443,Y,BCRP,Mini Park,Y,,Patterson,1,Southeastern,46,Yes,152518.1724,1535.675444,19.64981247,29.1218996,12.04251194,0.421650426,P239
240,Mount Pleasant Woods,,6100 Hillen Rd,"6100 HILLEN RD, BALTIMORE, MD, 21239",48.54346189,Y,BCRP,Forest,Y,,Clifton,4,Northeastern,43,Unknown,2114561.658,10312.24601,98.84789582,99.88004712,95.45170715,46.33593377,P240
241,Mount Pleasant Park,,Perring Pkwy & Echodale Ave,"PERRING PKWY & ECHODALE AVE, BALTIMORE, MD, 21239",42.20212844,Y,BCRP,Citywide Park,Y,,Clifton,"3,4",Northeastern,43/45,Unknown,1838332.069,11476.3256,73.82340206,99.03962248,91.36519633,38.55836597,P241
242,Mount Pleasant Golf Course,,6131 Hillen Rd,"6131 HILLEN RD, BALTIMORE, MD, 21239",160.2032533,Y,BCRP,Special Use - Facility,Y,,Clifton,"3,4",Northeastern,43/45,Unknown,6978481.629,20308.63477,39.09638713,97.40681675,21.59780861,34.60066885,P242
243,Gwynns Falls Trail,,2781 Wilkens Ave,"2781 WILKENS AVE, BALTIMORE, MD, 21223",61.84291392,Y,BCRP,Green Space,Y,,Gwynns Falls,"9,10",Western/Southern/Southwestern,40,Unknown,2693888.107,33777.6388,81.62163449,96.8511774,76.56429693,47.34997105,P243
244,Carroll Park,,1500 Washington Blvd,"1500 WASHINGTON BLVD, BALTIMORE, MD, 21230",155.1308837,Y,BCRP,Citywide Park,Y,,Carroll,"9,10",Southern,40,Yes,6757528.323,18066.67229,31.86360985,90.33115094,15.85470389,24.59573901,P244
246,Catonsville Short Line Park,,S Beechfield Ave & S College Rd,"SOUTH BEECHFIELD AVE & SOUTH COLLEGE RD, BALTIMORE, MD, 21229",9.789534601,Y,BCRP,Forest,Y,,Gwynns Falls,8,Southwestern,41,Unknown,426433.833,9747.156007,70.23995928,98.92940607,24.32225976,2.381055084,P246
